image_path,relative_path,dataset,location,top_category,confidence,is_empty,fish,coral,marine_animal,vegetation,sand_seafloor,rocks,shipwreck_debris,man_made_structure,diver,open_water,murky_turbid,dark_overexposed,blurry_corrupt
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00034.png,2023-09-03-11-37-57/camera/00034.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5863,True,0.0004,0.0063,0.0006,0.0034,0.0137,0.0612,0.2182,0.0388,0.0012,0.0225,0.5863,0.0122,0.0352
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00035.png,2023-09-03-11-37-57/camera/00035.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5292,True,0.0003,0.0046,0.0004,0.0031,0.0114,0.0521,0.3069,0.0341,0.0011,0.0139,0.5292,0.0110,0.0319
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00036.png,2023-09-03-11-37-57/camera/00036.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.6795,True,0.0005,0.0063,0.0008,0.0025,0.0093,0.0428,0.1497,0.0429,0.0015,0.0183,0.6795,0.0144,0.0315
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00037.png,2023-09-03-11-37-57/camera/00037.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.6941,True,0.0005,0.0058,0.0009,0.0025,0.0081,0.0385,0.1523,0.0289,0.0015,0.0151,0.6941,0.0138,0.0381
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00038.png,2023-09-03-11-37-57/camera/00038.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.6065,True,0.0003,0.0034,0.0004,0.0019,0.0076,0.0544,0.2303,0.0365,0.0012,0.0127,0.6065,0.0111,0.0337
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00039.png,2023-09-03-11-37-57/camera/00039.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5714,True,0.0005,0.0087,0.0006,0.0034,0.0122,0.0907,0.2217,0.0376,0.0011,0.0153,0.5714,0.0087,0.0283
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00040.png,2023-09-03-11-37-57/camera/00040.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.3907,False,0.0007,0.0109,0.0007,0.0035,0.0123,0.0962,0.3907,0.0507,0.0014,0.0144,0.3737,0.0097,0.0350
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00041.png,2023-09-03-11-37-57/camera/00041.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5979,True,0.0005,0.0079,0.0006,0.0033,0.0108,0.0447,0.2288,0.0322,0.0015,0.0148,0.5979,0.0169,0.0403
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00042.png,2023-09-03-11-37-57/camera/00042.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5761,True,0.0004,0.0064,0.0003,0.0019,0.0083,0.0710,0.2248,0.0195,0.0018,0.0156,0.5761,0.0177,0.0562
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00043.png,2023-09-03-11-37-57/camera/00043.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.6764,True,0.0003,0.0061,0.0003,0.0026,0.0100,0.0433,0.1702,0.0183,0.0010,0.0125,0.6764,0.0158,0.0432
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00044.png,2023-09-03-11-37-57/camera/00044.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5366,True,0.0004,0.0096,0.0005,0.0037,0.0130,0.0692,0.2854,0.0248,0.0012,0.0111,0.5366,0.0104,0.0341
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00045.png,2023-09-03-11-37-57/camera/00045.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.6574,True,0.0006,0.0127,0.0006,0.0036,0.0123,0.0601,0.1704,0.0239,0.0009,0.0153,0.6574,0.0130,0.0293
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00046.png,2023-09-03-11-37-57/camera/00046.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4079,True,0.0004,0.0117,0.0007,0.0030,0.0130,0.1015,0.3561,0.0286,0.0011,0.0118,0.4079,0.0154,0.0488
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00047.png,2023-09-03-11-37-57/camera/00047.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.3699,True,0.0003,0.0119,0.0005,0.0028,0.0118,0.1414,0.3669,0.0309,0.0009,0.0152,0.3699,0.0127,0.0347
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00048.png,2023-09-03-11-37-57/camera/00048.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.5505,False,0.0002,0.0088,0.0006,0.0026,0.0071,0.0914,0.5505,0.0433,0.0014,0.0072,0.2349,0.0098,0.0423
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00049.png,2023-09-03-11-37-57/camera/00049.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.4732,False,0.0002,0.0054,0.0004,0.0022,0.0067,0.0681,0.4732,0.0227,0.0008,0.0060,0.3503,0.0117,0.0521
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00050.png,2023-09-03-11-37-57/camera/00050.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.5646,False,0.0001,0.0069,0.0004,0.0022,0.0084,0.1154,0.5646,0.0295,0.0011,0.0075,0.2238,0.0063,0.0339
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00051.png,2023-09-03-11-37-57/camera/00051.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4449,True,0.0004,0.0124,0.0006,0.0034,0.0100,0.1058,0.3156,0.0472,0.0013,0.0121,0.4449,0.0108,0.0354
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00052.png,2023-09-03-11-37-57/camera/00052.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.7338,True,0.0007,0.0105,0.0007,0.0037,0.0070,0.0440,0.1204,0.0196,0.0008,0.0090,0.7338,0.0138,0.0360
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00053.png,2023-09-03-11-37-57/camera/00053.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5606,True,0.0004,0.0093,0.0007,0.0042,0.0080,0.0502,0.2702,0.0367,0.0010,0.0120,0.5606,0.0129,0.0339
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00054.png,2023-09-03-11-37-57/camera/00054.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.7387,True,0.0002,0.0083,0.0006,0.0036,0.0097,0.0385,0.1280,0.0228,0.0007,0.0095,0.7387,0.0142,0.0253
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00055.png,2023-09-03-11-37-57/camera/00055.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.6237,True,0.0003,0.0063,0.0005,0.0063,0.0130,0.0375,0.2352,0.0292,0.0005,0.0072,0.6237,0.0120,0.0282
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00056.png,2023-09-03-11-37-57/camera/00056.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.7549,True,0.0003,0.0076,0.0010,0.0034,0.0154,0.0407,0.0944,0.0300,0.0021,0.0133,0.7549,0.0113,0.0256
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00057.png,2023-09-03-11-37-57/camera/00057.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.6532,True,0.0005,0.0106,0.0016,0.0045,0.0115,0.0508,0.1864,0.0273,0.0012,0.0100,0.6532,0.0091,0.0334
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00058.png,2023-09-03-11-37-57/camera/00058.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5387,True,0.0008,0.0201,0.0012,0.0069,0.0141,0.1032,0.2324,0.0327,0.0011,0.0111,0.5387,0.0115,0.0261
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00059.png,2023-09-03-11-37-57/camera/00059.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.7784,True,0.0004,0.0063,0.0012,0.0077,0.0080,0.0229,0.0959,0.0387,0.0015,0.0088,0.7784,0.0107,0.0196
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00060.png,2023-09-03-11-37-57/camera/00060.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.7514,True,0.0003,0.0068,0.0009,0.0067,0.0068,0.0343,0.1114,0.0433,0.0010,0.0100,0.7514,0.0075,0.0195
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00061.png,2023-09-03-11-37-57/camera/00061.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.6015,True,0.0004,0.0144,0.0013,0.0056,0.0204,0.0741,0.1630,0.0576,0.0016,0.0181,0.6015,0.0146,0.0275
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00062.png,2023-09-03-11-37-57/camera/00062.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.7031,True,0.0006,0.0089,0.0009,0.0048,0.0142,0.0314,0.1176,0.0379,0.0014,0.0198,0.7031,0.0240,0.0351
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00063.png,2023-09-03-11-37-57/camera/00063.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.7696,True,0.0003,0.0053,0.0007,0.0061,0.0077,0.0247,0.0979,0.0456,0.0010,0.0085,0.7696,0.0130,0.0197
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00064.png,2023-09-03-11-37-57/camera/00064.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.6041,True,0.0003,0.0067,0.0010,0.0071,0.0073,0.0832,0.1850,0.0582,0.0012,0.0102,0.6041,0.0089,0.0270
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00065.png,2023-09-03-11-37-57/camera/00065.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4109,True,0.0004,0.0071,0.0034,0.0030,0.0034,0.0846,0.3213,0.0772,0.0030,0.0057,0.4109,0.0205,0.0594
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00066.png,2023-09-03-11-37-57/camera/00066.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5951,True,0.0013,0.0176,0.0018,0.0111,0.0017,0.1796,0.0432,0.0418,0.0050,0.0013,0.5951,0.0081,0.0924
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00067.png,2023-09-03-11-37-57/camera/00067.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5742,True,0.0093,0.0212,0.0020,0.0053,0.0057,0.1012,0.1035,0.0718,0.0100,0.0168,0.5742,0.0191,0.0600
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00068.png,2023-09-03-11-37-57/camera/00068.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.3590,True,0.0013,0.0159,0.0010,0.0066,0.0058,0.2375,0.1921,0.1110,0.0074,0.0059,0.3590,0.0078,0.0487
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00069.png,2023-09-03-11-37-57/camera/00069.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4044,True,0.0012,0.0117,0.0027,0.0055,0.0058,0.1139,0.2187,0.1566,0.0083,0.0139,0.4044,0.0102,0.0470
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00070.png,2023-09-03-11-37-57/camera/00070.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.3524,True,0.0001,0.0061,0.0011,0.0058,0.0050,0.1256,0.2639,0.1745,0.0040,0.0077,0.3524,0.0087,0.0451
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00071.png,2023-09-03-11-37-57/camera/00071.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.4119,False,0.0001,0.0083,0.0014,0.0073,0.0076,0.1514,0.4119,0.0954,0.0013,0.0046,0.2698,0.0072,0.0336
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00072.png,2023-09-03-11-37-57/camera/00072.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.3751,True,0.0002,0.0111,0.0021,0.0075,0.0095,0.0961,0.3214,0.1102,0.0016,0.0079,0.3751,0.0143,0.0429
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00073.png,2023-09-03-11-37-57/camera/00073.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.3792,True,0.0001,0.0091,0.0014,0.0069,0.0049,0.1038,0.3622,0.0888,0.0011,0.0039,0.3792,0.0085,0.0301
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00074.png,2023-09-03-11-37-57/camera/00074.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4972,True,0.0001,0.0061,0.0014,0.0067,0.0077,0.1112,0.2408,0.0787,0.0015,0.0075,0.4972,0.0091,0.0320
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00075.png,2023-09-03-11-37-57/camera/00075.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5314,True,0.0001,0.0067,0.0008,0.0066,0.0078,0.0817,0.2152,0.1074,0.0009,0.0075,0.5314,0.0086,0.0253
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00076.png,2023-09-03-11-37-57/camera/00076.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4021,True,0.0001,0.0096,0.0014,0.0089,0.0077,0.1262,0.2885,0.1032,0.0012,0.0060,0.4021,0.0109,0.0344
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00077.png,2023-09-03-11-37-57/camera/00077.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4987,True,0.0002,0.0090,0.0022,0.0079,0.0111,0.0856,0.1880,0.0859,0.0025,0.0106,0.4987,0.0233,0.0751
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00078.png,2023-09-03-11-37-57/camera/00078.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5170,True,0.0001,0.0113,0.0009,0.0118,0.0062,0.1047,0.2204,0.0922,0.0010,0.0047,0.5170,0.0069,0.0228
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00079.png,2023-09-03-11-37-57/camera/00079.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5297,True,0.0001,0.0113,0.0008,0.0082,0.0125,0.1408,0.1820,0.0649,0.0011,0.0109,0.5297,0.0097,0.0279
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00080.png,2023-09-03-11-37-57/camera/00080.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5577,True,0.0002,0.0134,0.0013,0.0083,0.0117,0.1018,0.1668,0.0767,0.0013,0.0118,0.5577,0.0143,0.0346
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00081.png,2023-09-03-11-37-57/camera/00081.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.6031,True,0.0002,0.0103,0.0010,0.0109,0.0112,0.0908,0.1451,0.0698,0.0015,0.0119,0.6031,0.0125,0.0316
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00082.png,2023-09-03-11-37-57/camera/00082.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4941,True,0.0002,0.0114,0.0009,0.0076,0.0110,0.1317,0.2084,0.0632,0.0017,0.0121,0.4941,0.0168,0.0409
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00083.png,2023-09-03-11-37-57/camera/00083.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4602,True,0.0001,0.0137,0.0017,0.0135,0.0119,0.1551,0.2245,0.0757,0.0011,0.0070,0.4602,0.0083,0.0272
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00084.png,2023-09-03-11-37-57/camera/00084.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4889,True,0.0002,0.0121,0.0017,0.0133,0.0136,0.1592,0.1970,0.0699,0.0017,0.0062,0.4889,0.0089,0.0272
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00085.png,2023-09-03-11-37-57/camera/00085.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.3974,False,0.0001,0.0107,0.0010,0.0088,0.0104,0.1407,0.3974,0.0699,0.0011,0.0048,0.3185,0.0080,0.0286
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00086.png,2023-09-03-11-37-57/camera/00086.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4705,True,0.0001,0.0112,0.0007,0.0138,0.0088,0.0951,0.2635,0.1006,0.0007,0.0038,0.4705,0.0087,0.0225
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00087.png,2023-09-03-11-37-57/camera/00087.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.3924,True,0.0001,0.0113,0.0010,0.0121,0.0078,0.1207,0.3103,0.1085,0.0008,0.0035,0.3924,0.0076,0.0239
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00088.png,2023-09-03-11-37-57/camera/00088.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4373,True,0.0001,0.0096,0.0008,0.0142,0.0083,0.0780,0.3117,0.1069,0.0007,0.0035,0.4373,0.0079,0.0209
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00089.png,2023-09-03-11-37-57/camera/00089.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4432,True,0.0001,0.0125,0.0012,0.0206,0.0087,0.0999,0.2662,0.1160,0.0007,0.0030,0.4432,0.0073,0.0205
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00090.png,2023-09-03-11-37-57/camera/00090.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4583,True,0.0002,0.0106,0.0031,0.0117,0.0068,0.0978,0.2709,0.0936,0.0020,0.0041,0.4583,0.0113,0.0294
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00091.png,2023-09-03-11-37-57/camera/00091.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.5316,True,0.0005,0.0221,0.0015,0.0110,0.0086,0.0960,0.2310,0.0495,0.0015,0.0047,0.5316,0.0122,0.0298
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00092.png,2023-09-03-11-37-57/camera/00092.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.3827,False,0.0003,0.0133,0.0008,0.0079,0.0101,0.1146,0.3827,0.0557,0.0011,0.0048,0.3719,0.0101,0.0268
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00093.png,2023-09-03-11-37-57/camera/00093.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.4971,False,0.0004,0.0163,0.0008,0.0105,0.0053,0.1278,0.4971,0.0784,0.0011,0.0024,0.2350,0.0048,0.0201
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00094.png,2023-09-03-11-37-57/camera/00094.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4891,True,0.0009,0.0278,0.0056,0.0171,0.0130,0.0940,0.2243,0.0767,0.0028,0.0074,0.4891,0.0106,0.0306
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00095.png,2023-09-03-11-37-57/camera/00095.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4978,True,0.0004,0.0117,0.0023,0.0143,0.0084,0.0895,0.2720,0.0671,0.0019,0.0050,0.4978,0.0071,0.0225
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00096.png,2023-09-03-11-37-57/camera/00096.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4320,True,0.0003,0.0164,0.0011,0.0151,0.0091,0.1224,0.3006,0.0696,0.0011,0.0035,0.4320,0.0062,0.0225
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00097.png,2023-09-03-11-37-57/camera/00097.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4782,True,0.0004,0.0177,0.0007,0.0204,0.0127,0.1297,0.2717,0.0431,0.0009,0.0039,0.4782,0.0050,0.0156
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00098.png,2023-09-03-11-37-57/camera/00098.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.3500,False,0.0007,0.0175,0.0008,0.0225,0.0221,0.1654,0.3500,0.0480,0.0016,0.0059,0.3452,0.0037,0.0167
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00099.png,2023-09-03-11-37-57/camera/00099.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.4751,False,0.0005,0.0169,0.0006,0.0112,0.0145,0.1409,0.4751,0.0435,0.0011,0.0044,0.2667,0.0038,0.0210
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00100.png,2023-09-03-11-37-57/camera/00100.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.7441,False,0.0003,0.0108,0.0002,0.0041,0.0072,0.1341,0.7441,0.0282,0.0007,0.0016,0.0581,0.0015,0.0091
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00101.png,2023-09-03-11-37-57/camera/00101.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.7343,False,0.0005,0.0148,0.0005,0.0078,0.0091,0.1143,0.7343,0.0230,0.0008,0.0034,0.0781,0.0026,0.0108
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00102.png,2023-09-03-11-37-57/camera/00102.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.4345,False,0.0013,0.0202,0.0013,0.0125,0.0156,0.1302,0.4345,0.0527,0.0013,0.0077,0.2847,0.0073,0.0309
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00103.png,2023-09-03-11-37-57/camera/00103.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4109,True,0.0022,0.0455,0.0017,0.0187,0.0225,0.2234,0.1833,0.0503,0.0016,0.0096,0.4109,0.0071,0.0231
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00104.png,2023-09-03-11-37-57/camera/00104.png,sunboat,2023-09-03-11-37-57,murky_turbid,0.4258,True,0.0008,0.0224,0.0015,0.0078,0.0156,0.1009,0.2914,0.0670,0.0017,0.0107,0.4258,0.0126,0.0417
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00105.png,2023-09-03-11-37-57/camera/00105.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.4676,False,0.0008,0.0186,0.0009,0.0140,0.0072,0.1298,0.4676,0.0738,0.0016,0.0038,0.2625,0.0039,0.0154
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00106.png,2023-09-03-11-37-57/camera/00106.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.6388,False,0.0005,0.0094,0.0004,0.0043,0.0062,0.1199,0.6388,0.0477,0.0013,0.0027,0.1521,0.0030,0.0137
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-11-37-57/camera/00107.png,2023-09-03-11-37-57/camera/00107.png,sunboat,2023-09-03-11-37-57,shipwreck_debris,0.5495,False,0.0006,0.0178,0.0009,0.0124,0.0106,0.1484,0.5495,0.0719,0.0018,0.0033,0.1665,0.0028,0.0134
